timestamp,raw_torque_j0,smoothed_torque_j0,raw_torque_j1,smoothed_torque_j1,raw_torque_j2,smoothed_torque_j2,raw_torque_j3,smoothed_torque_j3,raw_torque_j4,smoothed_torque_j4,raw_torque_j5,smoothed_torque_j5,raw_torque_j6,smoothed_torque_j6
1765557300533819544,-13.0628,-13.0628,10.0072,10.0072,-5.78801,-5.78801,2.02195,2.02195,0.203693,0.203693,0.201246,0.201246,-0.156285,-0.156285
1765557300535864835,-13.0354,-13.0354,9.98791,9.98791,-5.77217,-5.77217,2.03599,2.03599,0.192429,0.192429,0.197367,0.197367,-0.154532,-0.154532
1765557300537967816,-13.039,-13.039,9.98217,9.98217,-5.77282,-5.77282,2.04132,2.04132,0.195137,0.195137,0.198752,0.198752,-0.150617,-0.150617
1765557300540073171,-13.026,-13.026,9.9707,9.9707,-5.76617,-5.76617,2.04952,2.04952,0.188308,0.188308,0.197296,0.197296,-0.15104,-0.15104
1765557300542278119,-12.9633,-12.9633,9.9096,9.9096,-5.73383,-5.73383,2.08944,2.08944,0.153362,0.153362,0.190395,0.190395,-0.152369,-0.152369
1765557300544449683,-13.0491,-13.0491,9.97253,9.97253,-5.78008,-5.78008,2.04737,2.04737,0.196555,0.196555,0.202678,0.202678,-0.150564,-0.150564
1765557300547697496,-13.0518,-13.0518,9.97751,9.97751,-5.78428,-5.78428,2.04145,2.04145,0.195847,0.195847,0.203571,0.203571,-0.155898,-0.155898
1765557300550383578,-13.0675,-13.0675,9.98841,9.98841,-5.78914,-5.78914,2.03554,2.03554,0.209853,0.209853,0.205892,0.205892,-0.148551,-0.148551
1765557300552582870,-12.9488,-12.9488,9.91185,9.91185,-5.72604,-5.72604,2.08514,2.08514,0.154003,0.154003,0.188971,0.188971,-0.153625,-0.153625
1765557300554818827,-13.0429,-13.0429,9.9539,9.9539,-5.76547,-5.76547,2.06786,2.06786,0.210148,0.210148,0.202763,0.202763,-0.126379,-0.126379
1765557300556869357,-13.0311,-13.0311,9.95779,9.95779,-5.77042,-5.77042,2.05771,2.05771,0.19129,0.19129,0.201507,0.201507,-0.149631,-0.149631
1765557300558978413,-13.0462,-13.0462,9.96168,9.96168,-5.7775,-5.7775,2.0567,2.0567,0.198993,0.198993,0.204137,0.204137,-0.146165,-0.146165
1765557300561653880,-13.0234,-13.0234,9.94802,9.94802,-5.76654,-5.76654,2.06398,2.06398,0.18792,0.18792,0.201269,0.201269,-0.149312,-0.149312
1765557300563791711,-13.0435,-13.0435,10.0132,10.0132,-5.78027,-5.78027,2.02082,2.02082,0.203433,0.203433,0.199267,0.199267,-0.161187,-0.161187
1765557300565862844,-13.0208,-13.0208,9.97991,9.97991,-5.76782,-5.76782,2.039,2.039,0.191676,0.191676,0.198801,0.198801,-0.158837,-0.158837
1765557300567873355,-13.0118,-13.0118,10.0058,10.0058,-5.76619,-5.76619,2.02169,2.02169,0.189107,0.189107,0.194631,0.194631,-0.169418,-0.169418
1765557300570671672,-13.0511,-13.0511,10.0353,10.0353,-5.78463,-5.78463,2.00559,2.00559,0.21235,0.21235,0.199551,0.199551,-0.163264,-0.163264
1765557300572878086,-12.9546,-12.9546,9.9889,9.9889,-5.73976,-5.73976,2.03052,2.03052,0.161058,0.161058,0.185176,0.185176,-0.181697,-0.181697
1765557300575063968,-13.0198,-13.0198,10.0074,10.0074,-5.76803,-5.76803,2.02378,2.02378,0.19714,0.19714,0.196221,0.196221,-0.163008,-0.163008
1765557300577213951,-12.9169,-12.9169,9.957,9.957,-5.71326,-5.71326,2.05702,2.05702,0.151845,0.151845,0.179992,0.179992,-0.169433,-0.169433
1765557300579651051,-13.0044,-13.0044,9.99268,9.99268,-5.75611,-5.75611,2.03776,2.03776,0.195332,0.195332,0.194335,0.194335,-0.155367,-0.155367
1765557300581758222,-12.9694,-12.9694,9.97602,9.97602,-5.73761,-5.73761,2.04803,2.04803,0.180644,0.180644,0.189091,0.189091,-0.157741,-0.157741
1765557300583823697,-12.978,-12.978,9.97846,9.97846,-5.74225,-5.74225,2.04641,2.04641,0.184994,0.184994,0.190909,0.190909,-0.156707,-0.156707
1765557300585868221,-12.9744,-12.9744,9.97463,9.97463,-5.7387,-5.7387,2.05011,2.05011,0.185955,0.185955,0.190519,0.190519,-0.153344,-0.153344
1765557300587972179,-12.9925,-12.9925,9.98626,9.98626,-5.75107,-5.75107,2.04033,2.04033,0.191345,0.191345,0.193736,0.193736,-0.157524,-0.157524
1765557300590574313,-12.939,-12.939,9.97017,9.97017,-5.72383,-5.72383,2.04885,2.04885,0.169286,0.169286,0.184967,0.184967,-0.164547,-0.164547
1765557300592731071,-12.9609,-12.9609,9.98942,9.98942,-5.73509,-5.73509,2.03697,2.03697,0.182061,0.182061,0.18786,0.18786,-0.163298,-0.163298
1765557300594871695,-12.934,-12.934,9.98008,9.98008,-5.71934,-5.71934,2.04353,2.04353,0.173895,0.173895,0.183448,0.183448,-0.162669,-0.162669
1765557300596995698,-12.9356,-12.9356,9.98367,9.98367,-5.72347,-5.72347,2.03944,2.03944,0.171117,0.171117,0.184037,0.184037,-0.168919,-0.168919
1765557300599070393,-12.9226,-12.9226,9.96661,9.96661,-5.71541,-5.71541,2.05219,2.05219,0.164959,0.164959,0.182882,0.182882,-0.165855,-0.165855
1765557300601211925,-12.836,-12.836,9.92675,9.92675,-5.67272,-5.67272,2.07502,2.07502,0.123781,0.123781,0.169918,0.169918,-0.178087,-0.178087
1765557300603269649,-12.8928,-12.8928,9.96118,9.96118,-5.69765,-5.69765,2.0567,2.0567,0.158903,0.158903,0.177996,0.177996,-0.16485,-0.16485
1765557300605363899,-12.8955,-12.8955,9.96647,9.96647,-5.69934,-5.69934,2.05364,2.05364,0.161082,0.161082,0.178238,0.178238,-0.165457,-0.165457
1765557300607642390,-12.9146,-12.9146,9.97784,9.97784,-5.71043,-5.71043,2.04551,2.04551,0.169665,0.169665,0.181493,0.181493,-0.165873,-0.165873
1765557300609708913,-12.914,-12.914,9.97806,9.97806,-5.71112,-5.71112,2.04485,2.04485,0.168777,0.168777,0.181671,0.181671,-0.167638,-0.167638
1765557300611770967,-12.9048,-12.9048,9.9805,9.9805,-5.70539,-5.70539,2.04302,2.04302,0.168574,0.168574,0.179929,0.179929,-0.167503,-0.167503
1765557300613821357,-12.8992,-12.8992,9.98954,9.98954,-5.70418,-5.70418,2.03603,2.03603,0.166327,0.166327,0.178294,0.178294,-0.17264,-0.17264
1765557300615874750,-12.8792,-12.8792,9.98694,9.98694,-5.6936,-5.6936,2.03761,2.03761,0.159805,0.159805,0.174809,0.174809,-0.174834,-0.174834
1765557300617952867,-12.8879,-12.8879,9.99036,9.99036,-5.69553,-5.69553,2.03821,2.03821,0.167517,0.167517,0.175927,0.175927,-0.16869,-0.16869
1765557300620575324,-12.9289,-12.9289,10.0056,10.0056,-5.71722,-5.71722,2.03014,2.03014,0.185056,0.185056,0.182794,0.182794,-0.164707,-0.164707
1765557300622651556,-12.8104,-12.8104,9.95991,9.95991,-5.65821,-5.65821,2.05645,2.05645,0.130104,0.130104,0.163666,0.163666,-0.181623,-0.181623
1765557300624752231,-12.8898,-12.8898,9.99077,9.99077,-5.69897,-5.69897,2.03962,2.03962,0.165906,0.165906,0.176785,0.176785,-0.172056,-0.172056
1765557300626817777,-12.8811,-12.8811,9.98833,9.98833,-5.69428,-5.69428,2.04234,2.04234,0.162737,0.162737,0.175241,0.175241,-0.172427,-0.172427
1765557300629017557,-12.8855,-12.8855,9.98874,9.98874,-5.69781,-5.69781,2.04227,2.04227,0.163058,0.163058,0.176316,0.176316,-0.17378,-0.17378
1765557300631336416,-12.9122,-12.9122,9.99898,9.99898,-5.71127,-5.71127,2.03732,2.03732,0.175904,0.175904,0.180762,0.180762,-0.169842,-0.169842
1765557300633509237,-12.8311,-12.8311,9.96918,9.96918,-5.67466,-5.67466,2.05344,2.05344,0.13266,0.13266,0.167664,0.167664,-0.188439,-0.188439
1765557300635655589,-12.9008,-12.9008,10.0028,10.0028,-5.7078,-5.7078,2.03357,2.03357,0.170466,0.170466,0.178795,0.178795,-0.17599,-0.17599
1765557300637755496,-12.8783,-12.8783,10.0017,10.0017,-5.69464,-5.69464,2.03483,2.03483,0.165189,0.165189,0.174467,0.174467,-0.17635,-0.17635
1765557300639802254,-12.8561,-12.8561,9.99836,9.99836,-5.6827,-5.6827,2.03734,2.03734,0.157582,0.157582,0.170405,0.170405,-0.178177,-0.178177
1765557300641838327,-12.854,-12.854,9.99698,9.99698,-5.67881,-5.67881,2.04067,2.04067,0.161358,0.161358,0.169998,0.169998,-0.172673,-0.172673
1765557300643971828,-12.8574,-12.8574,9.99987,9.99987,-5.68132,-5.68132,2.03908,2.03908,0.162483,0.162483,0.170586,0.170586,-0.173462,-0.173462
1765557300646077532,-12.8479,-12.8479,9.98527,9.98527,-5.67215,-5.67215,2.05273,2.05273,0.162437,0.162437,0.169536,0.169536,-0.164514,-0.164514
1765557300648218506,-12.7415,-12.7415,9.95355,9.95355,-5.61959,-5.61959,2.07213,2.07213,0.113788,0.113788,0.15126,0.15126,-0.181724,-0.181724
1765557300650646806,-12.8492,-12.8492,9.99822,9.99822,-5.67572,-5.67572,2.04377,2.04377,0.163123,0.163123,0.169501,0.169501,-0.170605,-0.170605
1765557300652766338,-12.8229,-12.8229,9.99554,9.99554,-5.6643,-5.6643,2.04368,2.04368,0.150832,0.150832,0.164948,0.164948,-0.178282,-0.178282
1765557300654871693,-12.8449,-12.8449,10.0084,10.0084,-5.67661,-5.67661,2.03506,2.03506,0.161098,0.161098,0.168547,0.168547,-0.177774,-0.177774
1765557300657001912,-12.8514,-12.8514,10.019,10.019,-5.68441,-5.68441,2.02517,2.02517,0.160199,0.160199,0.169717,0.169717,-0.186382,-0.186382
1765557300659109013,-12.8515,-12.8515,10.0243,10.0243,-5.68807,-5.68807,2.01978,2.01978,0.156528,0.156528,0.169794,0.169794,-0.193502,-0.193502
1765557300661186641,-12.7508,-12.7508,9.99965,9.99965,-5.64259,-5.64259,2.03132,2.03132,0.105397,0.105397,0.152533,0.152533,-0.218566,-0.218566
1765557300663219571,-12.8264,-12.8264,10.0126,10.0126,-5.67326,-5.67326,2.02999,2.02999,0.148799,0.148799,0.16592,0.16592,-0.191627,-0.191627
1765557300665344551,-12.8229,-12.8229,10.0134,10.0134,-5.67236,-5.67236,2.02954,2.02954,0.146924,0.146924,0.165384,0.165384,-0.193513,-0.193513
1765557300667676191,-12.8465,-12.8465,10.0071,10.0071,-5.6797,-5.6797,2.03873,2.03873,0.161549,0.161549,0.170146,0.170146,-0.179103,-0.179103
1765557300669697108,-12.8229,-12.8229,9.99552,9.99552,-5.66936,-5.66936,2.04611,2.04611,0.147971,0.147971,0.166629,0.166629,-0.184503,-0.184503
1765557300671719213,-12.8118,-12.8118,9.9902,9.9902,-5.66242,-5.66242,2.05095,2.05095,0.145113,0.145113,0.164883,0.164883,-0.182896,-0.182896
1765557300673825406,-12.7946,-12.7946,10.0013,10.0013,-5.65454,-5.65454,2.04138,2.04138,0.141243,0.141243,0.161097,0.161097,-0.188762,-0.188762
1765557300675889135,-12.7818,-12.7818,10.0105,10.0105,-5.64994,-5.64994,2.03317,2.03317,0.13679,0.13679,0.158388,0.158388,-0.195727,-0.195727
1765557300678000217,-12.7738,-12.7738,10.0117,10.0117,-5.64682,-5.64682,2.03233,2.03233,0.132977,0.132977,0.156818,0.156818,-0.198447,-0.198447
1765557300680536142,-12.8168,-12.8168,10.0175,10.0175,-5.66647,-5.66647,2.03124,2.03124,0.154747,0.154747,0.164996,0.164996,-0.186918,-0.186918
1765557300682671039,-12.6883,-12.6883,9.96678,9.96678,-5.60459,-5.60459,2.06294,2.06294,0.0899182,0.0899182,0.14386,0.14386,-0.208943,-0.208943
1765557300684983892,-12.7855,-12.7855,9.98994,9.98994,-5.64543,-5.64543,2.05523,2.05523,0.145652,0.145652,0.160856,0.160856,-0.177822,-0.177822
1765557300687093507,-12.7559,-12.7559,9.97157,9.97157,-5.62702,-5.62702,2.07054,2.07054,0.135554,0.135554,0.156113,0.156113,-0.173651,-0.173651
1765557300689208779,-12.6869,-12.6869,9.98328,9.98328,-5.59684,-5.59684,2.05565,2.05565,0.107107,0.107107,0.142585,0.142585,-0.196659,-0.196659
1765557300691215798,-12.7714,-12.7714,9.98437,9.98437,-5.63541,-5.63541,2.06266,2.06266,0.145515,0.145515,0.158645,0.158645,-0.172632,-0.172632
1765557300693349369,-12.7949,-12.7949,10.0065,10.0065,-5.65041,-5.65041,2.04573,2.04573,0.155716,0.155716,0.162088,0.162088,-0.176787,-0.176787
1765557300695524775,-12.7846,-12.7846,9.99974,9.99974,-5.64064,-5.64064,2.05291,2.05291,0.157997,0.157997,0.160431,0.160431,-0.168771,-0.168771
1765557300697654853,0.625824,0.625824,-1.31178,-1.31178,0.327487,0.327487,10.4695,10.4695,-14.6164,-14.6164,-3.44669,-3.44669,0.0990356,0.0990356
1765557300699720399,-12.7348,-12.7348,9.96089,9.96089,-5.61597,-5.61597,2.08347,2.08347,0.116636,0.116636,0.149392,0.149392,-0.166397,-0.166397
1765557300701788598,-12.7434,-12.7434,9.96318,9.96318,-5.62336,-5.62336,2.08102,2.08102,0.115331,0.115331,0.151006,0.151006,-0.170014,-0.170014
1765557300703875376,-12.7393,-12.7393,9.96071,9.96071,-5.62185,-5.62185,2.08297,2.08297,0.113359,0.113359,0.150708,0.150708,-0.171387,-0.171387
1765557300705951537,-12.7709,-12.7709,9.97629,9.97629,-5.64445,-5.64445,2.07113,2.07113,0.114829,0.114829,0.154853,0.154853,-0.177608,-0.177608
1765557300708222904,-12.8156,-12.8156,10.0148,10.0148,-5.66834,-5.66834,2.04908,2.04908,0.129397,0.129397,0.157242,0.157242,-0.172643,-0.172643
1765557300710293897,-12.8355,-12.8355,10.0515,10.0515,-5.68396,-5.68396,2.02306,2.02306,0.131527,0.131527,0.156718,0.156718,-0.181768,-0.181768
1765557300712417830,-12.8151,-12.8151,10.0219,10.0219,-5.66728,-5.66728,2.04063,2.04063,0.133482,0.133482,0.157197,0.157197,-0.170879,-0.170879
1765557300714578988,-12.7952,-12.7952,9.97424,9.97424,-5.6583,-5.6583,2.06707,2.06707,0.122453,0.122453,0.16071,0.16071,-0.172926,-0.172926
1765557300717144385,-12.7847,-12.7847,9.98002,9.98002,-5.65034,-5.65034,2.06636,2.06636,0.123367,0.123367,0.157584,0.157584,-0.170886,-0.170886
1765557300719576456,-12.7351,-12.7351,10.0134,10.0134,-5.62892,-5.62892,2.04165,2.04165,0.108464,0.108464,0.145598,0.145598,-0.192693,-0.192693
1765557300721706674,-12.7562,-12.7562,10.0156,10.0156,-5.63677,-5.63677,2.04429,2.04429,0.118308,0.118308,0.148318,0.148318,-0.18204,-0.18204
1765557300723817687,-12.7516,-12.7516,9.98151,9.98151,-5.62236,-5.62236,2.07278,2.07278,0.130663,0.130663,0.150414,0.150414,-0.155993,-0.155993
1765557300725862629,-12.7372,-12.7372,9.98784,9.98784,-5.62576,-5.62576,2.06006,2.06006,0.113436,0.113436,0.149179,0.149179,-0.180461,-0.180461
1765557300727930410,-12.7886,-12.7886,9.99679,9.99679,-5.66155,-5.66155,2.05412,2.05412,0.114014,0.114014,0.157387,0.157387,-0.187932,-0.187932
1765557300730032342,-12.743,-12.743,10.0096,10.0096,-5.63349,-5.63349,2.04641,2.04641,0.110325,0.110325,0.147702,0.147702,-0.190052,-0.190052
1765557300732142447,-12.7291,-12.7291,10.0071,10.0071,-5.62166,-5.62166,2.05103,2.05103,0.113123,0.113123,0.145069,0.145069,-0.183387,-0.183387
1765557300734236767,-12.6578,-12.6578,9.99462,9.99462,-5.5854,-5.5854,2.05428,2.05428,0.0937246,0.0937246,0.135445,0.135445,-0.198267,-0.198267
1765557300736354064,-12.7077,-12.7077,9.99194,9.99194,-5.60805,-5.60805,2.06203,2.06203,0.110434,0.110434,0.14346,0.14346,-0.180611,-0.180611
1765557300738835373,-12.7164,-12.7164,9.99911,9.99911,-5.61432,-5.61432,2.05789,2.05789,0.111116,0.111116,0.144211,0.144211,-0.182386,-0.182386
1765557300741134746,-12.7205,-12.7205,9.99421,9.99421,-5.61754,-5.61754,2.06181,2.06181,0.110046,0.110046,0.145557,0.145557,-0.182837,-0.182837
1765557300743323072,-12.6697,-12.6697,9.99156,9.99156,-5.59611,-5.59611,2.05816,2.05816,0.0908009,0.0908009,0.138401,0.138401,-0.202325,-0.202325
1765557300745477176,-12.7206,-12.7206,9.99163,9.99163,-5.6171,-5.6171,2.06418,2.06418,0.111405,0.111405,0.146099,0.146099,-0.18055,-0.18055
1765557300747627718,-12.7119,-12.7119,9.99364,9.99364,-5.61077,-5.61077,2.06408,2.06408,0.112239,0.112239,0.144221,0.144221,-0.17865,-0.17865
1765557300749680623,-12.6968,-12.6968,9.99463,9.99463,-5.60288,-5.60288,2.06295,2.06295,0.109014,0.109014,0.141729,0.141729,-0.181449,-0.181449
1765557300751743375,-12.6965,-12.6965,9.99516,9.99516,-5.60216,-5.60216,2.06341,2.06341,0.110044,0.110044,0.141618,0.141618,-0.180085,-0.180085
1765557300753835181,-12.6954,-12.6954,9.99106,9.99106,-5.6021,-5.6021,2.06651,2.06651,0.108785,0.108785,0.142036,0.142036,-0.180504,-0.180504
1765557300755987469,-12.6949,-12.6949,9.99021,9.99021,-5.60125,-5.60125,2.06827,2.06827,0.109578,0.109578,0.141976,0.141976,-0.178925,-0.178925
1765557300758124252,-12.7026,-12.7026,9.98526,9.98526,-5.6044,-5.6044,2.07354,2.07354,0.112227,0.112227,0.143679,0.143679,-0.174712,-0.174712
1765557300760261594,-12.652,-12.652,9.96988,9.96988,-5.57724,-5.57724,2.08309,2.08309,0.099191,0.099191,0.137079,0.137079,-0.181756,-0.181756
1765557300762340130,-12.6906,-12.6906,9.97856,9.97856,-5.59647,-5.59647,2.07985,2.07985,0.111467,0.111467,0.142415,0.142415,-0.172278,-0.172278
1765557300764463085,-12.6831,-12.6831,9.98207,9.98207,-5.59159,-5.59159,2.07775,2.07775,0.111769,0.111769,0.140776,0.140776,-0.171936,-0.171936
1765557300766575564,-12.665,-12.665,9.98583,9.98583,-5.58069,-5.58069,2.07543,2.07543,0.110344,0.110344,0.1373,0.1373,-0.172628,-0.172628
1765557300768740493,-12.6692,-12.6692,9.99416,9.99416,-5.58483,-5.58483,2.06857,2.06857,0.110237,0.110237,0.137469,0.137469,-0.175848,-0.175848
1765557300770817144,-12.6621,-12.6621,9.99837,9.99837,-5.58382,-5.58382,2.06377,2.06377,0.105683,0.105683,0.136316,0.136316,-0.182527,-0.182527
1765557300773589061,-12.6953,-12.6953,10.001,10.001,-5.60118,-5.60118,2.0644,2.0644,0.114313,0.114313,0.14148,0.14148,-0.175514,-0.175514
1765557300775774104,-2.73896,-2.73896,22.6377,22.6377,1.35222,1.35222,-3.35979,-3.35979,0.710531,0.710531,-3.78655,-3.78655,-0.18915,-0.18915
1765557300777825542,-12.2886,-12.2886,10.459,10.459,-5.32118,-5.32118,1.86923,1.86923,0.130959,0.130959,-0.00879067,-0.00879067,-0.176634,-0.176634
1765557300779867830,-12.2788,-12.2788,10.4479,10.4479,-5.31235,-5.31235,1.87717,1.87717,0.133201,0.133201,-0.0091391,-0.0091391,-0.169977,-0.169977
1765557300781901668,-12.2716,-12.2716,10.4436,10.4436,-5.30893,-5.30893,1.87978,1.87978,0.130908,0.130908,-0.00956468,-0.00956468,-0.171201,-0.171201
1765557300783998293,-12.2702,-12.2702,10.4397,10.4397,-5.30646,-5.30646,1.8855,1.8855,0.132302,0.132302,-0.0097816,-0.0097816,-0.167325,-0.167325
1765557300786089470,-12.2712,-12.2712,10.4303,10.4303,-5.30242,-5.30242,1.90022,1.90022,0.136119,0.136119,-0.0101947,-0.0101947,-0.157336,-0.157336
1765557300788230514,-12.2279,-12.2279,10.372,10.372,-5.26572,-5.26572,1.95226,1.95226,0.136265,0.136265,-0.0131748,-0.0131748,-0.133569,-0.133569
1765557300790270149,-12.2693,-12.2693,10.4156,10.4156,-5.294,-5.294,1.91963,1.91963,0.143094,0.143094,-0.010481,-0.010481,-0.141759,-0.141759
1765557300792341771,-12.2814,-12.2814,10.4395,10.4395,-5.30989,-5.30989,1.89631,1.89631,0.136624,0.136624,-0.00967711,-0.00967711,-0.159713,-0.159713
1765557300794534986,-12.2833,-12.2833,10.4492,10.4492,-5.31551,-5.31551,1.88497,1.88497,0.132955,0.132955,-0.00937433,-0.00937433,-0.168748,-0.168748
1765557300796709972,-12.2805,-12.2805,10.4459,10.4459,-5.31252,-5.31252,1.88755,1.88755,0.134607,0.134607,-0.00940096,-0.00940096,-0.165582,-0.165582
1765557300798773702,-12.2744,-12.2744,10.4435,10.4435,-5.31024,-5.31024,1.88712,1.88712,0.132308,0.132308,-0.0096376,-0.0096376,-0.168009,-0.168009
1765557300801175741,-12.2922,-12.2922,10.459,10.459,-5.32134,-5.32134,1.87957,1.87957,0.135347,0.135347,-0.00883378,-0.00883378,-0.169074,-0.169074
1765557300803675977,-12.2673,-12.2673,10.4456,10.4456,-5.31329,-5.31329,1.88505,1.88505,0.12109,0.12109,-0.0105203,-0.0105203,-0.182063,-0.182063
1765557300805771833,-12.2838,-12.2838,10.4518,10.4518,-5.3181,-5.3181,1.88781,1.88781,0.130227,0.130227,-0.00974025,-0.00974025,-0.171667,-0.171667
1765557300807833188,-12.2812,-12.2812,10.4484,10.4484,-5.31596,-5.31596,1.89146,1.89146,0.130311,0.130311,-0.00992671,-0.00992671,-0.17003,-0.17003
1765557300809865699,-12.2762,-12.2762,10.4425,10.4425,-5.31229,-5.31229,1.89664,1.89664,0.129887,0.129887,-0.0102574,-0.0102574,-0.168213,-0.168213
1765557300811918115,-12.271,-12.271,10.4389,10.4389,-5.30924,-5.30924,1.89802,1.89802,0.129396,0.129396,-0.0103996,-0.0103996,-0.16786,-0.16786
1765557300814057692,-12.268,-12.268,10.4382,10.4382,-5.30856,-5.30856,1.89765,1.89765,0.127806,0.127806,-0.0105226,-0.0105226,-0.169759,-0.169759
1765557300816241129,-12.2665,-12.2665,10.4388,10.4388,-5.30826,-5.30826,1.89582,1.89582,0.127598,0.127598,-0.0104452,-0.0104452,-0.170634,-0.170634
1765557300818314148,-12.2134,-12.2134,10.3978,10.3978,-5.28096,-5.28096,1.91845,1.91845,0.110441,0.110441,-0.0135066,-0.0135066,-0.177873,-0.177873
1765557300820505617,-12.2559,-12.2559,10.4309,10.4309,-5.3025,-5.3025,1.90111,1.90111,0.125248,0.125248,-0.010979,-0.010979,-0.17074,-0.17074
1765557300822618584,-12.2496,-12.2496,10.4247,10.4247,-5.29854,-5.29854,1.90623,1.90623,0.123975,0.123975,-0.0113896,-0.0113896,-0.169844,-0.169844
1765557300824736301,-12.2478,-12.2478,10.4177,10.4177,-5.29416,-5.29416,1.91474,1.91474,0.127241,0.127241,-0.0115587,-0.0115587,-0.162613,-0.162613
1765557300826775796,-12.2408,-12.2408,10.4131,10.4131,-5.2909,-5.2909,1.91695,1.91695,0.124994,0.124994,-0.011901,-0.011901,-0.163946,-0.163946
1765557300828827723,-12.2427,-12.2427,10.4149,10.4149,-5.29228,-5.29228,1.91643,1.91643,0.125241,0.125241,-0.0118138,-0.0118138,-0.164162,-0.164162
1765557300830909402,-12.2372,-12.2372,10.4211,10.4211,-5.2957,-5.2957,1.9055,1.9055,0.117157,0.117157,-0.0119426,-0.0119426,-0.17769,-0.17769
1765557300833686836,-12.2234,-12.2234,10.4176,10.4176,-5.29292,-5.29292,1.9029,1.9029,0.10838,0.10838,-0.0126395,-0.0126395,-0.188171,-0.188171
1765557300835818032,-12.2367,-12.2367,10.4255,10.4255,-5.29764,-5.29764,1.90024,1.90024,0.115897,0.115897,-0.0117553,-0.0117553,-0.181443,-0.181443
1765557300837909419,-12.2377,-12.2377,10.4322,10.4322,-5.30247,-5.30247,1.89366,1.89366,0.111089,0.111089,-0.0117834,-0.0117834,-0.189985,-0.189985
1765557300840036285,-12.2486,-12.2486,10.4388,10.4388,-5.30755,-5.30755,1.89293,1.89293,0.114839,0.114839,-0.011319,-0.011319,-0.186895,-0.186895
1765557300842580450,-12.2365,-12.2365,10.4294,10.4294,-5.30281,-5.30281,1.90032,1.90032,0.10805,0.10805,-0.0123286,-0.0123286,-0.19135,-0.19135
1765557300844740211,-12.2582,-12.2582,10.4425,10.4425,-5.31163,-5.31163,1.89643,1.89643,0.117957,0.117957,-0.0110846,-0.0110846,-0.183015,-0.183015
1765557300846826430,-12.2546,-12.2546,10.435,10.435,-5.3069,-5.3069,1.90406,1.90406,0.120046,0.120046,-0.0113112,-0.0113112,-0.177331,-0.177331
1765557300848886877,-12.2572,-12.2572,10.44,10.44,-5.31002,-5.31002,1.89917,1.89917,0.119424,0.119424,-0.0110529,-0.0110529,-0.180285,-0.180285
1765557300850958709,-12.2538,-12.2538,10.4383,10.4383,-5.30869,-5.30869,1.89932,1.89932,0.11828,0.11828,-0.0111563,-0.0111563,-0.181362,-0.181362
1765557300853085784,-12.2558,-12.2558,10.4464,10.4464,-5.31377,-5.31377,1.89029,1.89029,0.114879,0.114879,-0.0109201,-0.0109201,-0.189192,-0.189192
1765557300855211114,-12.2244,-12.2244,10.4265,10.4265,-5.30114,-5.30114,1.89891,1.89891,0.100275,0.100275,-0.0128108,-0.0128108,-0.200757,-0.200757
1765557300857412640,-12.2511,-12.2511,10.4453,10.4453,-5.3128,-5.3128,1.88972,1.88972,0.112292,0.112292,-0.0110854,-0.0110854,-0.192298,-0.192298
1765557300859790095,-12.2546,-12.2546,10.4467,10.4467,-5.31376,-5.31376,1.89007,1.89007,0.114539,0.114539,-0.0108609,-0.0108609,-0.189846,-0.189846
1765557300862059017,-12.2498,-12.2498,10.4437,10.4437,-5.31219,-5.31219,1.89216,1.89216,0.111741,0.111741,-0.0112098,-0.0112098,-0.192103,-0.192103
1765557300864419571,-12.225,-12.225,10.4275,10.4275,-5.3035,-5.3035,1.90198,1.90198,0.0972813,0.0972813,-0.0130619,-0.0130619,-0.203767,-0.203767
1765557300866758684,-12.2512,-12.2512,10.4416,10.4416,-5.3117,-5.3117,1.89702,1.89702,0.113226,0.113226,-0.0112335,-0.0112335,-0.188847,-0.188847
1765557300868906851,-12.2498,-12.2498,10.4384,10.4384,-5.31045,-5.31045,1.90142,1.90142,0.112829,0.112829,-0.0114633,-0.0114633,-0.187664,-0.187664
1765557300871464217,-12.2312,-12.2312,10.4298,10.4298,-5.30561,-5.30561,1.90311,1.90311,0.100996,0.100996,-0.012612,-0.012612,-0.199771,-0.199771
1765557300873710860,-12.2488,-12.2488,10.4356,10.4356,-5.30835,-5.30835,1.90355,1.90355,0.115306,0.115306,-0.0112797,-0.0112797,-0.183957,-0.183957
1765557300876005973,-12.2463,-12.2463,10.4332,10.4332,-5.30623,-5.30623,1.90431,1.90431,0.116132,0.116132,-0.011239,-0.011239,-0.182462,-0.182462
1765557300878309257,-12.2456,-12.2456,10.4353,10.4353,-5.30804,-5.30804,1.90202,1.90202,0.113247,0.113247,-0.011318,-0.011318,-0.186883,-0.186883
1765557300880824997,-20.8177,-20.8177,-0.582974,-0.582974,-11.3135,-11.3135,6.63055,6.63055,-0.427207,-0.427207,3.39702,3.39702,-0.189656,-0.189656
1765557300883098669,-12.5641,-12.5641,10.0051,10.0051,-5.53143,-5.53143,2.08934,2.08934,0.0916501,0.0916501,0.118506,0.118506,-0.184957,-0.184957
1765557300885289020,-12.534,-12.534,9.94488,9.94488,-5.50779,-5.50779,2.13263,2.13263,0.0885917,0.0885917,0.119954,0.119954,-0.169834,-0.169834
1765557300887408902,-12.5524,-12.5524,9.98968,9.98968,-5.52549,-5.52549,2.10076,2.10076,0.0867921,0.0867921,0.118366,0.118366,-0.185776,-0.185776
